t_ms,raw,volts,ohms
116250,3756.8,3.027,900.0
116300,3755.0,3.026,905.0
116350,3754.3,3.025,907.0
116400,3756.6,3.027,901.0
116450,3757.3,3.028,899.0
116500,3757.8,3.028,897.0
116550,3755.3,3.026,905.0
116600,3758.4,3.029,895.0
116650,3756.9,3.028,900.0
116700,3758.1,3.028,897.0
116750,3755.8,3.027,903.0
116800,3755.6,3.026,904.0
116850,3757.4,3.028,898.0
116900,3755.1,3.026,905.0
116950,3757.1,3.028,899.0
117000,3756.9,3.028,900.0
117050,3757.1,3.028,899.0
117100,3755.6,3.027,904.0
117150,3755.5,3.026,904.0
117200,3759.8,3.03,892.0
117250,3756.2,3.027,902.0
117300,3756.8,3.027,900.0
117350,3756.5,3.027,901.0
117400,3758.6,3.029,895.0
117450,3756.4,3.027,901.0
117500,3756.6,3.027,901.0
117550,3756.8,3.027,900.0
117600,3755.5,3.026,904.0
117650,3756.9,3.028,900.0
117700,3756.0,3.027,903.0
117750,3757.0,3.028,900.0
117800,3756.2,3.027,902.0
117850,3757.1,3.028,899.0
117900,3757.3,3.028,899.0
117950,3754.9,3.026,906.0
118000,3756.3,3.027,902.0
118050,3757.4,3.028,898.0
118100,3755.8,3.027,903.0
118150,3757.3,3.028,899.0
118200,3758.8,3.029,894.0
118250,3759.6,3.03,892.0
118300,3756.9,3.028,900.0
118350,3757.7,3.028,898.0
118400,3757.8,3.028,897.0
118450,3758.6,3.029,895.0
118500,3759.6,3.03,892.0
118550,3759.6,3.03,892.0
118600,3755.4,3.026,904.0
118650,3758.1,3.028,897.0
118700,3757.5,3.028,898.0
118750,3758.0,3.028,897.0
118800,3755.9,3.027,903.0
118850,3757.1,3.028,899.0
118900,3756.4,3.027,901.0
118950,3758.1,3.028,897.0
119000,3755.9,3.027,903.0
119050,3758.3,3.029,896.0
119100,3758.9,3.029,894.0
119150,3757.4,3.028,899.0
119200,3756.2,3.027,902.0
119250,3757.5,3.028,898.0
119300,3756.9,3.028,900.0
119350,3757.6,3.028,898.0
119400,3757.4,3.028,898.0
119450,3754.6,3.026,907.0
119500,3758.6,3.029,895.0
119550,3758.6,3.029,895.0
119600,3757.7,3.028,898.0
119650,3757.2,3.028,899.0
119700,3757.1,3.028,899.0
119750,3756.8,3.027,900.0
119800,3757.3,3.028,899.0
119850,3757.6,3.028,898.0
119900,3759.3,3.029,893.0
119950,3757.4,3.028,899.0
120000,3756.8,3.027,900.0
120050,3757.1,3.028,899.0
120100,3755.9,3.027,903.0
120150,3754.8,3.026,906.0
120200,3757.1,3.028,899.0
120250,3757.2,3.028,899.0
120300,3758.3,3.029,896.0
120350,3757.7,3.028,898.0
120400,3757.0,3.028,900.0
120450,3757.9,3.028,897.0
120500,3754.3,3.025,907.0
120550,3760.5,3.03,890.0
