t_ms,raw,volts,ohms,ax,ay,az,gx,gy,gz
818915,3743.2,3.016,940,-0.256,-0.568,-0.829,-5.3,-5.7,0
818965,3743.1,3.016,940,-0.354,-0.469,-0.757,1.5,14.8,3.8
819015,3742.7,3.016,941,-0.351,-0.472,-0.864,3.9,6.8,10.1
819065,3743.5,3.017,939,-0.315,-0.47,-0.813,6.2,1.3,15.1
819115,3743.5,3.017,939,-0.306,-0.56,-0.852,-2.5,7.8,23.1
819165,3741.2,3.015,946,-0.396,-0.552,-0.86,-12.1,16,15
819215,3734.1,3.009,966,-0.188,-0.179,-0.806,-25.4,12.3,7.9
819265,3732.3,3.008,972,-0.319,-0.366,-0.739,-12.1,75.5,31.2
819315,3730.9,3.007,976,-0.277,-0.333,-0.871,-14.1,9.7,-6.1
819365,3731.3,3.007,975,-0.167,-0.497,-0.746,-5.8,-10.8,4.5
819415,3734.9,3.01,964,-0.243,-0.37,-0.796,4.8,-8.9,-1.5
819465,3735.4,3.01,963,-0.34,-0.421,-0.852,16.4,-17.6,0.6
819515,3737.7,3.012,956,-0.247,-0.469,-0.983,-2.1,3,8.1
819565,3737.4,3.012,957,-0.346,-0.5,-0.931,16.6,22.3,-1.5
819615,3738.4,3.013,954,-0.283,-0.625,-0.996,15.1,7.6,-14.3
819665,3736.3,3.011,960,-0.213,-0.456,-1.104,19.7,2.7,-7
819715,3736.6,3.011,959,-0.218,-0.602,-1.101,15,45.4,-39
819765,3736.3,3.011,960,-0.285,-0.517,-0.978,32.1,-0.1,-38.4
